"","freq","prev","p.freq","p.prev","p","contaminant"
"VANHB",5.60482227648011e-05,9,NA,0.594505494505495,0.594505494505495,FALSE
"VANHD",0.00174477581383164,55,NA,0.604395604395604,0.604395604395604,FALSE
"VANI",0.000195136154212097,33,NA,0.798168498168498,0.798168498168498,FALSE
"VANK",0.000625362669748728,44,NA,0.868009768009768,0.868009768009768,FALSE
"VANRA",0.000156451535609871,31,NA,0.783882783882784,0.783882783882784,FALSE
"VANRB",0.000318001436675973,26,NA,0.746031746031746,0.746031746031746,FALSE
"VANRC",0.00081660334184964,16,NA,0.661172161172161,0.661172161172161,FALSE
"VANRD",4.82898630246767e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"VANRI",0.000286927623654244,4,NA,0.543223443223443,0.543223443223443,FALSE
"VANRL",2.38115081018657e-05,1,NA,NA,NA,FALSE
"VANRO",0.000705704117407707,44,NA,0.868009768009768,0.868009768009768,FALSE
"VANSA",0.000228120663912169,9,NA,0.594505494505495,0.594505494505495,FALSE
"VANSC",0.000253475087107307,32,NA,0.351648351648352,0.351648351648352,TRUE
"VANSD",0.000439016393410892,37,NA,0.825274725274725,0.825274725274725,FALSE
"VANSL",8.17026839331671e-05,1,NA,NA,NA,FALSE
"VANSO",0.000666045752207959,44,NA,0.868009768009768,0.868009768009768,FALSE
"VANTC",0.000140056035271541,31,NA,0.783882783882784,0.783882783882784,FALSE
"VANTG",0.000176087834955786,27,NA,0.753846153846154,0.753846153846154,FALSE
"VANTRL",2.38115081018657e-05,1,NA,NA,NA,FALSE
"VANWB",0.000429534012692046,10,NA,0.604395604395604,0.604395604395604,FALSE
"VANWI",0.00013472526511188,30,NA,0.776556776556776,0.776556776556776,FALSE
"VANXA",0.000700303147274658,47,NA,0.884493284493284,0.884493284493284,FALSE
"VANXB",0.000231656325036442,35,NA,0.811965811965812,0.811965811965812,FALSE
"VANXD",7.33966593875695e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"VANXM",0.000807553072508377,44,NA,0.868009768009768,0.868009768009768,FALSE
"VANXYC",0.000154787423632281,14,NA,0.642735042735043,0.642735042735043,FALSE
"VANYA",0.000600282155539663,40,NA,0.844322344322344,0.844322344322344,FALSE
"VANYD",0.000218642719845528,12,NA,0.623809523809524,0.623809523809524,FALSE
"VANYF",2.04054919080081e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"VATB",7.48436856927544e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"VATE",0.000152159386479606,4,NA,0.543223443223443,0.543223443223443,FALSE
"VATF",3.21478816958902e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"VATI",2.96936032577093e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"VCAM",0.000430601806313735,22,NA,0.713553113553114,0.713553113553114,FALSE
"VCC",4.8724228568386e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"VCEA",0.00015916083645578,6,NA,0.065934065934066,0.065934065934066,TRUE
"VCEB",2.06312572924978e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VCEC",5.30032460171225e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"VCMA",8.53518698361993e-05,22,NA,0.713553113553114,0.713553113553114,FALSE
"VCRM",0.000264771669894797,24,NA,0.73003663003663,0.73003663003663,FALSE
"VEB",0.000204680774679687,15,NA,0.652014652014652,0.652014652014652,FALSE
"VEXB",0.000407949949037823,24,NA,0.73003663003663,0.73003663003663,FALSE
"VEXC",0.000109801984560108,17,NA,0.67020757020757,0.67020757020757,FALSE
"VEXD",0.000402208829413692,40,NA,0.43956043956044,0.43956043956044,TRUE
"VEXE",0.000174366129759373,38,NA,0.831746031746032,0.831746031746032,FALSE
"VEXF",0.000120919722939908,26,NA,0.746031746031746,0.746031746031746,FALSE
"VEXH",6.40277760169495e-05,14,NA,0.642735042735043,0.642735042735043,FALSE
"VEXK",0.000243832584345693,8,NA,0.584493284493284,0.584493284493284,FALSE
"VGA",0.00074402690014076,13,NA,0.633333333333333,0.633333333333333,FALSE
"VIM",0.00047768277860329,41,NA,0.85042735042735,0.85042735042735,FALSE
"VMEA",4.60389454844403e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"VMEB",0.000210619243772604,26,NA,0.746031746031746,0.746031746031746,FALSE
"VMEC",2.53787782656143e-05,1,NA,NA,NA,FALSE
"VMED",0.000172011425502479,31,NA,0.783882783882784,0.783882783882784,FALSE
"VMEF",0.000279464173855323,26,NA,0.285714285714286,0.285714285714286,TRUE
"VMEH",5.15218077413994e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"VMEI",0.000199697131138757,36,NA,0.818681318681319,0.818681318681319,FALSE
"VMEJ",2.06606787279439e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"VMEK",0.000303228924170495,39,NA,0.838095238095238,0.838095238095238,FALSE
"VMEP",0.000397428477262775,12,NA,0.623809523809524,0.623809523809524,FALSE
"VMEQ",0.000363149237768158,38,NA,0.831746031746032,0.831746031746032,FALSE
"VMEY",0.000259202510759153,5,NA,0.553724053724054,0.553724053724054,FALSE
"VMEZ",0.000206785190021507,24,NA,0.73003663003663,0.73003663003663,FALSE
"VMRA",2.22277657521617e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"VPH",0.000605549663887817,44,NA,0.868009768009768,0.868009768009768,FALSE
"YBTP",0.00108201977158211,47,NA,0.884493284493284,0.884493284493284,FALSE
"YBTQ",0.000600153411209923,44,NA,0.483516483516483,0.483516483516483,TRUE
"YCNJ",0.000409745854387709,26,NA,0.746031746031746,0.746031746031746,FALSE
"YDDG",9.91768807626566e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"YDEI",0.00014502391353435,19,NA,0.687912087912088,0.687912087912088,FALSE
"YDEO",0.000399314527279374,14,NA,0.642735042735043,0.642735042735043,FALSE
"YDEP",0.00274452032022732,58,NA,0.935531135531136,0.935531135531136,FALSE
"YFEA",5.84796982010889e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"YFEB",8.36464095537919e-05,27,NA,0.753846153846154,0.753846153846154,FALSE
"YFMO",0.000580450807321232,43,NA,0.862271062271062,0.862271062271062,FALSE
"YFMP",4.6662364610119e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"YGIW",0.00129370241542405,58,NA,0.935531135531136,0.935531135531136,FALSE
"YGJH",0.00174986476445581,37,NA,0.825274725274725,0.825274725274725,FALSE
"YHCN",0.000583803513401714,16,NA,0.175824175824176,0.175824175824176,TRUE
"YIEF",0.00107254205113386,33,NA,0.798168498168498,0.798168498168498,FALSE
"YJCG",0.00423814565640045,67,NA,0.966300366300366,0.966300366300366,FALSE
"YODB",0.000423054177109938,17,NA,0.67020757020757,0.67020757020757,FALSE
"YOGI",0.00292719712793801,48,NA,0.88974358974359,0.88974358974359,FALSE
"ZBMA",6.25992443439456e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"ZIAA",2.70124251076787e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"ZINT",0.000523538999431321,12,NA,0.623809523809524,0.623809523809524,FALSE
"ZIPB",0.00161213523437018,54,NA,0.918681318681319,0.918681318681319,FALSE
"ZITB",0.000732491438273088,28,NA,0.761538461538461,0.761538461538461,FALSE
"ZNEB",0.00104328307864738,49,NA,0.894871794871795,0.894871794871795,FALSE
"ZNTA",0.00444645346204387,70,NA,0.769230769230769,0.769230769230769,FALSE
"ZNTR",0.000609241884434469,14,NA,0.642735042735043,0.642735042735043,FALSE
"ZNUA",0.00101422767330844,38,NA,0.831746031746032,0.831746031746032,FALSE
"ZNUB",0.00162357903967708,25,NA,0.738095238095238,0.738095238095238,FALSE
"ZNUC",0.00102053095055597,47,NA,0.884493284493284,0.884493284493284,FALSE
"ZRAR",0.00310428650715388,56,NA,0.615384615384615,0.615384615384615,FALSE
"ZRAS",0.00135734815617642,36,NA,0.395604395604396,0.395604395604396,TRUE
"ZUPT",0.000818371452834939,17,NA,0.67020757020757,0.67020757020757,FALSE
"ZUR",0.00114218570428899,31,NA,0.783882783882784,0.783882783882784,FALSE
"ABAQ",1.180876396028e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"AIOB",2.90657299369344e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"BFRA",1.04532729073193e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"CLBB",4.02249265136184e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"CMEF",7.59943549749258e-06,5,NA,0.553724053724054,0.553724053724054,FALSE
"CZNA",8.86514993156527e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"CZNB",4.50369302828319e-06,1,NA,NA,NA,FALSE
"DFRF",5.79252479095325e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"DFRG",6.06099225714242e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"ERMD",4.8674125707169e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"FOSB",6.72749095282949e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"MDRL",5.18646180492665e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"MECI",0.000232358969740506,4,NA,0.543223443223443,0.543223443223443,FALSE
"NREB",4.52891693903927e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"OHIO",1.64116568096955e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"ORN",1.49193995387853e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"OSCA",2.81458805630084e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"PATB",0.000218810457366569,6,NA,0.564102564102564,0.564102564102564,FALSE
"PEXA",1.52715764903674e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"PSV",7.86789426718927e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"QNRE",1.86474165549317e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"RAMA",2.09033163779336e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"ROB",0.000104872964762988,2,NA,0.521855921855922,0.521855921855922,FALSE
"SILR",0.000415225345242528,8,NA,0.0879120879120877,0.0879120879120877,TRUE
"SULIII",2.76453106641786e-05,1,NA,NA,NA,FALSE
"TERD",1.72460211735944e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"TET31",9.72478848585044e-05,1,NA,NA,NA,FALSE
"TET32",3.08969215680139e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"TET44",7.21433711343615e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"TET56",4.62766428370213e-05,14,NA,0.642735042735043,0.642735042735043,FALSE
"TTU",3.28422324835953e-06,1,NA,NA,NA,FALSE
"VANG",0.000551426276993902,9,NA,0.594505494505495,0.594505494505495,FALSE
"VANRG",0.000222500791899052,2,NA,0.521855921855922,0.521855921855922,FALSE
"VPOC",0.00022328687624239,3,NA,0.532600732600733,0.532600732600733,FALSE
"YFEC",0.000203669714447886,3,NA,0.532600732600733,0.532600732600733,FALSE
"ABAF",4.46542344487137e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"ARLS",3.25324148666545e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"ARSRM",3.81153440299795e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"BAT",1.91189868184197e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"CADC",0.000229529299296741,2,NA,0.521855921855922,0.521855921855922,FALSE
"CDEA",3.93805784733978e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"CMEC",4.02591937531e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"DFRE",5.64835334662305e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"DHAP",4.95865128460646e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"EBRB",2.75267158783563e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"EMEA",0.000205433409152548,7,NA,0.574358974358974,0.574358974358974,FALSE
"ERM42",6.38895987733197e-05,1,NA,NA,NA,FALSE
"ERMA",3.53928817307735e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"LIN",7.1488790544045e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"LMRP",0.000575006388959878,1,NA,NA,NA,FALSE
"MNTA",3.55196492548047e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MPH",3.8587891183289e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MSRC",5.15709307535043e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MUPB",3.47753512310474e-05,1,NA,NA,NA,FALSE
"NORB",4.24007326679905e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"NORBD",0.000107654744513429,4,NA,0.543223443223443,0.543223443223443,FALSE
"PERR",5.62284433499532e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"RTG",3.65785961196284e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"SALA",5.21168329387507e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"TERC",0.000375938283824761,9,NA,0.594505494505495,0.594505494505495,FALSE
"TET34",4.63977848524234e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"TET49",1.75351084728228e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"TET53",5.65344532077061e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"TET55",3.47753512310474e-05,1,NA,NA,NA,FALSE
"TMRB",3.43386408394915e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"TUPA",1.27326590193363e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"VANRN",1.63770655573934e-05,1,NA,NA,NA,FALSE
"VATA",3.47753512310474e-05,1,NA,NA,NA,FALSE
"VMEU",0.000131357086082419,4,NA,0.543223443223443,0.543223443223443,FALSE
"VMLR",0.000104012315603113,8,NA,0.584493284493284,0.584493284493284,FALSE
"YCHH",0.000347280693002562,11,NA,0.614163614163614,0.614163614163614,FALSE
"YCNK",0.000254193093009504,9,NA,0.594505494505495,0.594505494505495,FALSE
"YFED",0.000145773483290156,6,NA,0.564102564102564,0.564102564102564,FALSE
"YKKC",7.12960544921683e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"ABUO",2.10456975754304e-06,1,NA,NA,NA,FALSE
"ACI",1.2070806454446e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"ADEH",1.18242012158809e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"ADET1",4.85458699085391e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"ARMA",3.40744526791039e-06,1,NA,NA,NA,FALSE
"ARSD",5.4848871401822e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"BBI",2.4653041314224e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"BEL",6.59647833289549e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"ERMQ",0.000138065891272605,3,NA,0.532600732600733,0.532600732600733,FALSE
"GIL",3.78996757682738e-06,1,NA,NA,NA,FALSE
"MEXT",3.84826549424785e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"MIR",3.93473884604683e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"MPHC",1.35507873346211e-06,1,NA,NA,NA,FALSE
"MUPA",4.12581035350517e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"NCRB",4.18438178247935e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"NCRY",1.56813920958517e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"NIRD",1.03452000799229e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"NORA",0.000168078561343687,4,NA,0.543223443223443,0.543223443223443,FALSE
"OMPD",2.74355045578e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"PER",8.5003674669059e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"QNRC",1.83150183150183e-05,1,NA,NA,NA,FALSE
"QNRD",1.27802635074674e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"TERB",5.98445684171248e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"TET39",0.000346661945779459,3,NA,0.532600732600733,0.532600732600733,FALSE
"TET45",4.17501835931409e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"TETK",6.25524733968506e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"VANSM",9.27805371001297e-06,5,NA,0.553724053724054,0.553724053724054,FALSE
"VANTE",3.8967720349565e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VANTN",3.80790118697424e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VEXA",3.40744526791039e-06,1,NA,NA,NA,FALSE
"VGAE",1.83150183150183e-05,1,NA,NA,NA,FALSE
"YJAA",2.00223458582291e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"ARSDM",1.5220236826885e-05,1,NA,NA,NA,FALSE
"BCRCM",2.54169330149439e-06,1,NA,NA,NA,FALSE
"BLTD",3.01393464415836e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"CCRA",5.08338660298877e-06,1,NA,NA,NA,FALSE
"CFRB",2.65547024779507e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"CSOR",5.80451508785103e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"ERMC",1.75543306533722e-05,1,NA,NA,NA,FALSE
"ERMF",2.54169330149439e-06,1,NA,NA,NA,FALSE
"FBPB",1.04101006063872e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"FPH",0.000170372263395519,1,NA,NA,NA,FALSE
"HMRM",6.5544612132679e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"KHM",2.54169330149439e-06,1,NA,NA,NA,FALSE
"MCA",0.000175824175824176,1,NA,NA,NA,FALSE
"MEPR",2.6364360872777e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MGRA",2.67578974946162e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MYO",2.54169330149439e-06,1,NA,NA,NA,FALSE
"NRSS",9.6180039463299e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"PATA",3.72706744409845e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"QACEDELTA1",3.22063568357384e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"TCRA",3.17814159508854e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"TERW",2.66647028120749e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"TET35",2.74192126102631e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"TET50",0.000175824175824176,1,NA,NA,NA,FALSE
"TET59",2.54169330149439e-06,1,NA,NA,NA,FALSE
"TETBP",0.000563739253037018,2,NA,0.521855921855922,0.521855921855922,FALSE
"TMB",2.74192126102631e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"TVAA",0.000162965211389246,2,NA,0.521855921855922,0.521855921855922,FALSE
"VANRE",2.74192126102631e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VANWA",3.43759191967912e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"VANYG",2.54169330149439e-06,1,NA,NA,NA,FALSE
"VGAB",2.74192126102631e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VMEG",1.40924848573704e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"VMET",5.54527583824142e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"WTPC",1.50826098024816e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"ABEM",1.69491956335482e-06,1,NA,NA,NA,FALSE
"ACR3",2.65503610844191e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"ADEL",0.000203500203500204,1,NA,NA,NA,FALSE
"AZECL",9.57814955897411e-07,1,NA,NA,NA,FALSE
"CHRR",1.18537414260407e-06,1,NA,NA,NA,FALSE
"COAR",4.50703683839817e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"DFRK",1.91562991179482e-06,1,NA,NA,NA,FALSE
"EEFX",1.73273588599984e-06,1,NA,NA,NA,FALSE
"HUGA",1.76863751352433e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"LSAC",9.57814955897411e-07,1,NA,NA,NA,FALSE
"MECC",4.07924969215958e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"NCRBN",6.53022386549024e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"NCRYN",9.57814955897411e-07,1,NA,NA,NA,FALSE
"NIXA",2.74123223778671e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"SHN",1.11022539796029e-06,1,NA,NA,NA,FALSE
"VANSE",9.57814955897411e-07,1,NA,NA,NA,FALSE
"VANXO",8.51626873167076e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"VANXYE",1.54481071048162e-06,1,NA,NA,NA,FALSE
"VANYB",1.73273588599984e-06,1,NA,NA,NA,FALSE
"ZOG",8.36368062238271e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"ADEA",2.00227959531927e-07,1,NA,NA,NA,FALSE
"ADEC",3.0034193929789e-07,1,NA,NA,NA,FALSE
"ADEF",4.00455919063854e-07,1,NA,NA,NA,FALSE
"ALMG",2.00227959531927e-07,1,NA,NA,NA,FALSE
"ARSHN",0.000224465758347511,2,NA,0.521855921855922,0.521855921855922,FALSE
"BRO",2.00227959531927e-07,1,NA,NA,NA,FALSE
"CHRI",3.33000333000333e-05,1,NA,NA,NA,FALSE
"CMEE",2.00227959531927e-07,1,NA,NA,NA,FALSE
"CMER",2.00227959531927e-07,1,NA,NA,NA,FALSE
"CRDA",4.55662478371864e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"CRPP",2.70307745368102e-06,1,NA,NA,NA,FALSE
"CUEP",1.091242379449e-05,1,NA,NA,NA,FALSE
"DPR",1.04707108042029e-05,1,NA,NA,NA,FALSE
"ERM44",2.00227959531927e-07,1,NA,NA,NA,FALSE
"ERMB",1.66500166500167e-05,1,NA,NA,NA,FALSE
"FABK",2.00227959531927e-07,1,NA,NA,NA,FALSE
"FBPA",2.00227959531927e-07,1,NA,NA,NA,FALSE
"FEZ",2.00227959531927e-07,1,NA,NA,NA,FALSE
"HEFA",2.00227959531927e-07,1,NA,NA,NA,FALSE
"LNUG",2.00227959531927e-07,1,NA,NA,NA,FALSE
"M1",2.00227959531927e-07,1,NA,NA,NA,FALSE
"MCO",3.42121998892939e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MECD",2.00227959531927e-07,1,NA,NA,NA,FALSE
"MEPA",3.90176709180601e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"PEDO",2.00227959531927e-07,1,NA,NA,NA,FALSE
"QACC",1.00113979765964e-07,1,NA,NA,NA,FALSE
"RMTE",2.00227959531927e-07,1,NA,NA,NA,FALSE
"SFB",3.58824848620767e-06,1,NA,NA,NA,FALSE
"TET36",2.00227959531927e-07,1,NA,NA,NA,FALSE
"TET48",2.00227959531927e-07,1,NA,NA,NA,FALSE
"VANE",4.35639682418672e-06,1,NA,NA,NA,FALSE
"VANSB",8.00911838127709e-07,1,NA,NA,NA,FALSE
"VANSG",2.00227959531927e-07,1,NA,NA,NA,FALSE
"VANTML",4.00455919063854e-07,1,NA,NA,NA,FALSE
"VGAD",3.0034193929789e-07,1,NA,NA,NA,FALSE
"VMEE",5.00569898829818e-07,1,NA,NA,NA,FALSE
"ADEI",0.00010366991499067,1,NA,NA,NA,FALSE
"CLBD",3.98369076998767e-06,1,NA,NA,NA,FALSE
"DFRD",0.00010366991499067,1,NA,NA,NA,FALSE
"GOB",0.000107733898344594,2,NA,0.521855921855922,0.521855921855922,FALSE
"MEFC",3.7698150905698e-05,1,NA,NA,NA,FALSE
"QACL",2.03199167696209e-06,1,NA,NA,NA,FALSE
"QNRS",3.49578844886623e-06,1,NA,NA,NA,FALSE
"SIM",2.03199167696209e-06,1,NA,NA,NA,FALSE
